Months,Date,Daily Volatility,Price
7/1/2015,7/7/2015,$0.0,$52.3
12/1/2006,12/6/2006,$0.0,$62.2
4/1/2010,4/15/2010,$0.0,$85.5
12/1/2012,12/7/2012,$0.0,$85.9
2/1/2014,2/20/2014,$0.0,$102.9
3/1/1999,3/5/1999,$0.0,$13.3
10/1/1988,10/11/1988,$0.0,$13.6
12/1/1988,12/13/1988,$0.0,$16.0
1/1/1998,1/21/1998,$0.0,$16.4
10/1/1993,10/13/1993,$0.0,$18.6
2/1/1992,2/28/1992,$0.0,$18.7
11/1/1987,11/24/1987,$0.0,$18.7
5/1/1990,5/11/1990,$0.0,$19.0
8/1/1993,8/30/1993,$0.0,$18.7
1/1/1993,1/8/1993,$0.0,$18.9
4/1/1990,4/24/1990,$0.0,$19.0
7/1/1987,7/30/1987,$0.0,$21.4
9/1/1991,9/19/1991,$0.0,$21.8
10/1/1996,10/2/1996,$0.0,$24.1
7/1/2002,7/25/2002,$0.0,$26.8
1/1/2000,1/28/2000,$0.0,$27.2
12/1/2015,12/8/2015,$0.0,$37.5
11/1/2015,11/20/2015,$0.0,$40.4
5/1/2015,5/4/2015,$0.0,$58.9
1/1/2006,1/23/2006,$0.0,$68.1
8/1/2007,8/8/2007,$0.0,$72.2
12/1/2010,12/14/2010,$0.0,$88.3
6/1/2014,6/18/2014,$0.0,$106.0
2/1/1988,2/17/1988,$0.0,$16.6
3/1/1995,3/30/1995,$0.0,$19.2
10/1/1987,10/8/1987,$0.0,$19.6
5/1/1992,5/27/1992,$0.0,$21.9
6/1/1992,6/1/1992,$0.0,$22.0
7/1/2001,7/10/2001,$0.0,$27.5
12/1/2008,12/3/2008,$0.0,$46.8
9/1/2005,9/13/2005,$0.0,$63.1
12/1/2011,12/16/2011,$0.0,$93.5
5/1/2013,5/10/2013,$0.0,$96.0
8/1/2013,8/5/2013,$0.0,$106.6
9/1/2013,9/13/2013,$0.0,$108.2
5/1/2011,5/2/2011,$0.0,$113.5
10/1/1998,10/29/1998,$0.0,$14.2
9/1/1993,9/9/1993,$0.0,$17.0
10/1/1994,10/13/1994,$0.0,$17.1
2/1/1993,2/3/1993,$0.0,$19.9
4/1/1997,4/15/1997,$0.0,$19.8
11/1/1992,11/18/1992,$0.0,$20.2
11/1/1991,11/12/1991,$0.0,$22.5
9/1/2003,9/5/2003,$0.0,$28.9
6/1/2003,6/17/2003,$0.0,$31.1
7/1/2004,7/29/2004,$0.0,$42.8
11/1/2005,11/18/2005,$0.0,$56.1
2/1/2011,2/3/2011,$0.0,$90.5
3/1/2011,3/18/2011,$0.0,$101.1
6/1/2014,6/30/2014,$0.0,$105.4
7/1/1995,7/28/1995,$0.0,$17.4
9/1/1993,9/24/1993,$0.0,$17.6
8/1/1995,8/7/1995,$0.0,$17.7
11/1/1995,11/7/1995,$0.0,$17.7
2/1/1987,2/17/1987,$0.0,$17.8
8/1/1995,8/3/1995,$0.0,$17.7
11/1/1992,11/3/1992,$0.0,$20.7
12/1/1999,12/17/1999,$0.0,$26.7
10/1/2000,10/3/2000,$0.0,$32.1
10/1/2000,10/31/2000,$0.0,$32.7
2/1/2015,2/24/2015,$0.0,$49.3
3/1/2015,3/2/2015,$0.0,$49.6
4/1/2005,4/6/2005,$0.0,$55.9
4/1/2007,4/13/2007,$0.0,$63.6
7/1/2007,7/11/2007,$0.0,$72.6
4/1/2010,4/13/2010,$0.0,$84.1
8/1/2012,8/8/2012,$0.0,$93.4
11/1/2007,11/7/2007,$0.0,$96.4
8/1/2013,8/19/2013,$0.0,$107.1
1/1/1999,1/15/1999,$0.0,$12.1
6/1/1998,6/5/1998,$0.0,$15.1
3/1/1999,3/18/1999,$0.0,$15.0
2/1/1995,2/9/1995,$0.0,$18.2
3/1/1997,3/25/1997,$0.0,$21.0
11/1/2002,11/1/2002,$0.0,$27.1
1/1/2016,1/8/2016,$0.0,$33.2
7/1/2009,7/13/2009,$0.0,$59.7
12/1/2006,12/12/2006,$0.0,$61.0
8/1/2007,8/28/2007,$0.0,$71.7
1/1/2010,1/14/2010,$0.0,$79.4
8/1/2011,8/24/2011,$0.0,$85.2
5/1/2013,5/27/2013,$0.0,$93.8
8/1/2014,8/22/2014,$0.0,$93.7
9/1/2008,9/3/2008,$0.0,$109.4
4/1/1998,4/20/1998,$0.0,$15.4
1/1/1994,1/27/1994,$0.0,$15.4
3/1/1988,3/2/1988,$0.0,$15.7
4/1/1994,4/5/1994,$0.0,$15.7
4/1/1987,4/9/1987,$0.0,$18.6
10/1/1993,10/12/1993,$0.0,$18.7
10/1/2001,10/22/2001,$0.0,$21.8
10/1/1996,10/4/1996,$0.0,$24.7
1/1/1997,1/14/1997,$0.0,$25.1
8/1/2001,8/3/2001,$0.0,$27.6
5/1/2001,5/4/2001,$0.0,$28.4
4/1/2009,4/15/2009,$0.0,$49.3
5/1/2015,5/15/2015,$0.0,$59.7
9/1/2006,9/28/2006,$0.0,$62.8
2/1/2010,2/3/2010,$0.0,$77.0
9/1/2011,9/8/2011,$0.0,$89.1
8/1/2014,8/25/2014,$0.0,$93.4
12/1/2013,12/9/2013,$0.0,$97.3
5/1/2014,5/1/2014,$0.0,$99.4
5/1/2014,5/22/2014,$0.0,$103.7
7/1/2008,7/18/2008,$0.0,$128.9
12/1/1992,12/2/1992,$0.0,$19.5
12/1/1991,12/18/1991,$0.0,$19.4
10/1/1992,10/12/1992,$0.0,$22.3
9/1/2015,9/30/2015,$0.0,$45.1
3/1/2011,3/3/2011,$0.0,$101.9
11/1/1993,11/9/1993,$0.0,$16.7
9/1/1989,9/12/1989,$0.0,$19.7
7/1/1999,7/8/1999,$0.0,$19.7
8/1/1997,8/20/1997,$0.0,$20.1
11/1/1989,11/2/1989,$0.0,$20.0
5/1/2016,5/27/2016,$0.0,$49.3
8/1/2007,8/22/2007,$0.0,$69.3
4/1/2006,4/20/2006,$0.0,$72.0
8/1/2014,8/1/2014,$0.0,$97.9
1/1/2012,1/31/2012,$0.0,$98.5
3/1/2012,3/15/2012,$0.0,$105.1
3/1/2008,3/7/2008,$0.0,$105.2
7/1/2013,7/16/2013,$0.0,$106.0
1/1/1988,1/26/1988,$0.0,$17.0
4/1/1993,4/14/1993,$0.0,$20.4
6/1/1987,6/30/1987,$0.0,$20.3
6/1/1989,6/6/1989,$0.0,$20.5
5/1/1992,5/7/1992,$0.0,$20.7
9/1/2002,9/30/2002,$0.0,$30.5
1/1/2005,1/7/2005,$0.0,$45.4
3/1/2007,3/8/2007,$0.0,$61.6
8/1/2005,8/16/2005,$0.0,$66.1
9/1/2014,9/25/2014,$0.0,$92.5
4/1/2014,4/15/2014,$0.0,$103.8
7/1/2014,7/4/2014,$0.0,$103.8
3/1/1994,3/10/1994,$0.0,$14.1
3/1/1999,3/15/1999,$0.0,$14.5
8/1/1993,8/4/1993,$0.0,$17.8
1/1/1995,1/6/1995,$0.0,$17.7
8/1/1992,8/14/1992,$0.0,$21.3
7/1/1991,7/25/1991,$0.0,$21.5
8/1/1996,8/27/1996,$0.0,$21.6
8/1/2003,8/12/2003,$0.0,$31.9
4/1/2015,4/27/2015,$0.0,$57.0
7/1/2009,7/14/2009,$0.0,$59.5
1/1/2010,1/11/2010,$0.0,$82.5
10/1/2011,10/12/2011,$0.0,$85.6
1/1/2013,1/11/2013,$0.0,$93.6
5/1/2014,5/5/2014,$0.0,$99.5
10/1/2013,10/1/2013,$0.0,$102.0
2/1/1994,2/10/1994,$0.0,$14.6
9/1/1998,9/16/1998,$0.0,$14.5
11/1/1995,11/28/1995,$0.0,$18.3
12/1/1987,12/1/1987,$0.0,$18.5
4/1/1987,4/1/1987,$0.0,$18.8
6/1/1993,6/21/1993,$0.0,$18.6
9/1/1992,9/21/1992,$0.0,$21.9
9/1/1992,9/10/1992,$0.0,$21.9
10/1/1997,10/9/1997,$0.0,$22.1
6/1/1992,6/16/1992,$0.0,$22.3
11/1/1990,11/27/1990,$0.0,$32.9
9/1/2006,9/7/2006,$0.0,$67.3
10/1/2007,10/5/2007,$0.0,$81.2
5/1/2012,5/17/2012,$0.0,$92.6
6/1/2013,6/10/2013,$0.0,$95.8
12/1/2013,12/17/2013,$0.0,$97.2
5/1/2014,5/9/2014,$0.0,$100.0
2/1/1994,2/8/1994,$0.0,$15.2
2/1/1995,2/21/1995,$0.0,$18.9
6/1/1993,6/25/1993,$0.0,$18.8
9/1/1997,9/15/1997,$0.0,$19.3
5/1/1987,5/27/1987,$0.0,$19.4
9/1/1997,9/12/1997,$0.0,$19.3
7/1/1994,7/19/1994,$0.0,$19.5
9/1/1997,9/11/1997,$0.0,$19.4
10/1/1991,10/4/1991,$0.0,$22.6
9/1/2003,9/22/2003,$0.0,$27.0
3/1/2016,3/3/2016,$0.0,$34.6
5/1/2005,5/20/2005,$0.0,$46.8
2/1/2011,2/9/2011,$0.0,$86.7
1/1/1999,1/19/1999,$0.0,$12.1
12/1/1992,12/30/1992,$0.0,$19.6
10/1/1987,10/12/1987,$0.0,$19.7
10/1/1989,10/30/1989,$0.0,$19.7
6/1/1987,6/4/1987,$0.0,$19.8
5/1/1989,5/31/1989,$0.0,$19.9
3/1/1990,3/29/1990,$0.0,$20.0
4/1/1991,4/9/1991,$0.0,$20.3
6/1/1991,6/7/1991,$0.0,$20.3
3/1/1997,3/3/1997,$0.0,$20.3
12/1/1989,12/4/1989,$0.0,$20.3
10/1/1996,10/30/1996,$0.0,$24.3
1/1/1997,1/23/1997,$0.0,$24.2
6/1/2001,6/19/2001,$0.0,$27.5
7/1/2000,7/25/2000,$0.0,$28.0
3/1/2000,3/2/2000,$0.0,$31.7
5/1/2016,5/18/2016,$0.0,$48.2
3/1/2015,3/11/2015,$0.0,$48.2
4/1/2009,4/3/2009,$0.0,$52.5
7/1/2007,7/30/2007,$0.0,$76.8
7/1/2011,7/6/2011,$0.0,$96.7
1/1/2012,1/9/2012,$0.0,$101.3
1/1/2012,1/6/2012,$0.0,$101.6
3/1/1999,3/1/1999,$0.0,$12.2
1/1/1998,1/13/1998,$0.0,$16.4
1/1/1988,1/13/1988,$0.0,$16.6
3/1/1999,3/31/1999,$0.0,$16.8
12/1/1987,12/30/1987,$0.0,$16.9
4/1/1995,4/28/1995,$0.0,$20.4
4/1/1993,4/30/1993,$0.0,$20.5
12/1/1989,12/12/1989,$0.0,$20.7
8/1/1990,8/20/1990,$0.0,$28.6
1/1/2001,1/11/2001,$0.0,$29.4
1/1/2004,1/7/2004,$0.0,$33.6
1/1/2004,1/6/2004,$0.0,$33.7
4/1/2016,4/29/2016,$0.0,$45.9
4/1/2005,4/18/2005,$0.0,$50.4
5/1/2015,5/11/2015,$0.0,$59.3
3/1/2007,3/30/2007,$0.0,$65.9
11/1/2014,11/17/2014,$0.0,$75.6
10/1/2007,10/2/2007,$0.0,$80.1
6/1/2012,6/7/2012,$0.0,$84.8
10/1/2007,10/17/2007,$0.0,$87.4
5/1/2013,5/9/2013,$0.0,$96.4
9/1/1993,9/8/1993,$0.0,$17.0
6/1/1988,6/8/1988,$0.0,$17.3
10/1/1995,10/27/1995,$0.0,$17.5
5/1/1991,5/7/1991,$0.0,$21.6
7/1/1996,7/12/1996,$0.0,$21.9
7/1/1992,7/29/1992,$0.0,$22.0
10/1/2012,10/12/2012,$0.0,$91.9
6/1/2014,6/2/2014,$0.0,$102.5
11/1/1995,11/3/1995,$0.0,$17.9
8/1/1995,8/28/1995,$0.0,$17.8
8/1/1993,8/13/1993,$0.0,$18.1
10/1/1994,10/31/1994,$0.0,$18.2
12/1/1997,12/15/1997,$0.0,$18.2
3/1/1992,3/6/1992,$0.0,$18.5
12/1/1987,12/10/1987,$0.0,$18.5
6/1/1992,6/12/1992,$0.0,$22.3
10/1/1992,10/16/1992,$0.0,$22.3
7/1/2000,7/14/2000,$0.0,$31.4
9/1/2000,9/26/2000,$0.0,$31.5
1/1/2005,1/10/2005,$0.0,$45.3
5/1/2009,5/11/2009,$0.0,$58.5
11/1/2005,11/23/2005,$0.0,$58.7
8/1/2009,8/4/2009,$0.0,$71.4
7/1/2010,7/6/2010,$0.0,$72.0
10/1/2009,10/22/2009,$0.0,$81.2
11/1/2012,11/13/2012,$0.0,$85.4
1/1/2014,1/16/2014,$0.0,$94.0
7/1/2014,7/7/2014,$0.0,$103.5
11/1/1988,11/11/1988,$0.0,$14.0
9/1/1988,9/28/1988,$0.0,$14.1
3/1/1998,3/19/1998,$0.0,$14.3
3/1/1995,3/6/1995,$0.0,$18.6
3/1/1987,3/26/1987,$0.0,$18.6
1/1/1995,1/20/1995,$0.0,$18.7
1/1/1995,1/19/1995,$0.0,$18.7
12/1/1995,12/7/1995,$0.0,$18.7
3/1/1995,3/23/1995,$0.0,$18.9
11/1/1987,11/11/1987,$0.0,$18.9
1/1/1992,1/31/1992,$0.0,$18.9
1/1/2002,1/16/2002,$0.0,$18.9
1/1/1987,1/16/1987,$0.0,$19.1
9/1/1997,9/18/1997,$0.0,$19.4
11/1/2004,11/12/2004,$0.0,$47.3
6/1/2009,6/16/2009,$0.0,$70.5
1/1/2013,1/3/2013,$0.0,$92.9
5/1/2012,5/9/2012,$0.0,$96.8
6/1/1998,6/3/1998,$0.0,$14.8
4/1/1997,4/11/1997,$0.0,$19.5
9/1/1997,9/3/1997,$0.0,$19.6
6/1/1991,6/14/1991,$0.0,$19.7
5/1/1995,5/23/1995,$0.0,$19.8
5/1/1997,5/7/1997,$0.0,$19.6
4/1/1992,4/2/1992,$0.0,$19.8
10/1/1987,10/5/1987,$0.0,$19.8
5/1/1993,5/28/1993,$0.0,$20.0
10/1/1987,10/23/1987,$0.0,$20.2
10/1/1987,10/28/1987,$0.0,$20.1
4/1/1997,4/25/1997,$0.0,$20.0
4/1/1993,4/26/1993,$0.0,$20.3
8/1/1994,8/3/1994,$0.0,$20.1
7/1/1997,7/7/1997,$0.0,$19.5
5/1/1995,5/8/1995,$0.0,$20.3
3/1/2002,3/15/2002,$0.0,$24.5
1/1/2000,1/4/2000,$0.0,$25.6
6/1/2001,6/28/2001,$0.0,$25.6
7/1/2003,7/28/2003,$0.0,$30.1
10/1/2003,10/7/2003,$0.0,$30.4
1/1/2006,1/10/2006,$0.0,$63.4
8/1/2007,8/30/2007,$0.0,$73.4
8/1/2010,8/16/2010,$0.0,$75.2
12/1/2007,12/20/2007,$0.0,$91.1
6/1/2013,6/19/2013,$0.0,$98.2
1/1/2012,1/19/2012,$0.0,$100.4
5/1/1992,5/12/1992,$0.0,$21.0
8/1/1999,8/12/1999,$0.0,$21.5
2/1/1990,2/28/1990,$0.0,$21.5
7/1/2002,7/1/2002,$0.0,$26.8
10/1/2002,10/30/2002,$0.0,$26.8
4/1/2004,4/28/2004,$0.0,$37.5
9/1/2009,9/29/2009,$0.0,$66.7
2/1/2011,2/18/2011,$0.0,$86.2
2/1/2014,2/27/2014,$0.0,$102.4
4/1/2014,4/10/2014,$0.0,$103.4
3/1/2011,3/25/2011,$0.0,$105.4
6/1/2008,6/16/2008,$0.0,$134.6
12/1/1998,12/4/1998,$0.0,$11.2
7/1/1990,7/6/1990,$0.0,$16.5
9/1/1993,9/16/1993,$0.0,$16.8
5/1/1994,5/4/1994,$0.0,$16.9
9/1/1992,9/22/1992,$0.0,$21.9
2/1/1997,2/11/1997,$0.0,$22.4
11/1/2003,11/20/2003,$0.0,$32.9
3/1/2016,3/28/2016,$0.0,$39.4
6/1/2016,6/1/2016,$0.0,$49.0
3/1/2005,3/21/2005,$0.0,$56.6
12/1/2009,12/10/2009,$0.0,$70.5
7/1/2007,7/17/2007,$0.0,$74.0
12/1/2009,12/3/2009,$0.0,$76.5
6/1/2011,6/3/2011,$0.0,$100.2
5/1/1988,5/25/1988,$0.0,$17.4
1/1/1995,1/10/1995,$0.0,$17.4
8/1/1993,8/10/1993,$0.0,$17.5
1/1/1989,1/10/1989,$0.0,$17.7
1/1/1988,1/6/1988,$0.0,$17.8
8/1/1995,8/30/1995,$0.0,$17.8
8/1/1995,8/11/1995,$0.0,$17.9
11/1/1995,11/13/1995,$0.0,$17.8
4/1/1987,4/14/1987,$0.0,$18.0
2/1/1996,2/1/1996,$0.0,$17.7
5/1/1990,5/25/1990,$0.0,$17.8
11/1/1994,11/28/1994,$0.0,$18.1
1/1/1997,1/28/1997,$0.0,$23.9
3/1/2002,3/13/2002,$0.0,$24.2
2/1/2001,2/21/2001,$0.0,$28.5
7/1/2003,7/25/2003,$0.0,$30.2
11/1/2000,11/21/2000,$0.0,$35.2
11/1/1990,11/1/1990,$0.0,$35.2
11/1/2005,11/2/2005,$0.0,$59.8
6/1/2015,6/1/2015,$0.0,$60.2
8/1/2007,8/10/2007,$0.0,$71.5
1/1/2011,1/18/2011,$0.0,$91.4
2/1/2012,2/14/2012,$0.0,$100.7
5/1/2014,5/20/2014,$0.0,$102.4
3/1/1987,3/13/1987,$0.0,$18.4
8/1/1993,8/25/1993,$0.0,$18.3
10/1/1993,10/5/1993,$0.0,$18.4
4/1/1987,4/6/1987,$0.0,$18.7
2/1/1995,2/27/1995,$0.0,$18.7
6/1/1993,6/18/1993,$0.0,$18.7
1/1/1987,1/21/1987,$0.0,$18.7
11/1/1994,11/3/1994,$0.0,$18.9
3/1/1992,3/16/1992,$0.0,$19.2
3/1/1992,3/25/1992,$0.0,$19.2
6/1/2002,6/7/2002,$0.0,$24.8
10/1/2003,10/15/2003,$0.0,$31.8
9/1/2004,9/3/2004,$0.0,$44.0
5/1/2016,5/26/2016,$0.0,$49.5
3/1/2006,3/27/2006,$0.0,$64.2
4/1/2007,4/5/2007,$0.0,$64.3
4/1/2013,4/1/2013,$0.0,$97.1
9/1/2012,9/12/2012,$0.0,$97.0
12/1/2011,12/1/2011,$0.0,$100.2
6/1/2014,6/5/2014,$0.0,$102.5
9/1/2013,9/27/2013,$0.0,$102.9
5/1/2014,5/27/2014,$0.0,$104.1
7/1/2014,7/22/2014,$0.0,$104.4
1/1/1999,1/8/1999,$0.0,$13.1
9/1/1997,9/19/1997,$0.0,$19.4
9/1/1997,9/9/1997,$0.0,$19.4
9/1/1987,9/24/1987,$0.0,$19.7
7/1/1999,7/12/1999,$0.0,$19.9
2/1/1993,2/9/1993,$0.0,$20.1
3/1/1993,3/16/1993,$0.0,$20.1
6/1/1996,6/10/1996,$0.0,$20.3
7/1/1989,7/14/1989,$0.0,$20.3
12/1/1989,12/8/1989,$0.0,$20.5
5/1/1993,5/7/1993,$0.0,$20.4
4/1/1993,4/5/1993,$0.0,$20.6
11/1/2002,11/12/2002,$0.0,$25.9
7/1/2002,7/2/2002,$0.0,$26.8
7/1/2004,7/13/2004,$0.0,$39.4
2/1/2015,2/17/2015,$0.0,$53.5
7/1/2005,7/27/2005,$0.0,$59.1
2/1/2006,2/22/2006,$0.0,$61.0
8/1/2011,8/19/2011,$0.0,$82.3
12/1/2007,12/18/2007,$0.0,$90.5
8/1/2012,8/13/2012,$0.0,$92.7
6/1/2013,6/4/2013,$0.0,$93.3
6/1/2008,6/30/2008,$0.0,$140.0
12/1/1993,12/28/1993,$0.0,$14.1
2/1/1994,2/18/1994,$0.0,$14.2
10/1/1997,10/21/1997,$0.0,$20.7
3/1/1993,3/9/1993,$0.0,$20.7
5/1/1992,5/6/1992,$0.0,$20.8
5/1/1991,5/16/1991,$0.0,$20.9
11/1/2015,11/30/2015,$0.0,$41.7
12/1/2004,12/23/2004,$0.0,$44.2
5/1/2016,5/30/2016,$0.0,$49.5
3/1/2005,3/1/2005,$0.0,$51.7
6/1/2006,6/6/2006,$0.0,$72.5
7/1/2010,7/14/2010,$0.0,$77.0
10/1/2007,10/3/2007,$0.0,$79.9
10/1/2011,10/31/2011,$0.0,$93.2
9/1/2014,9/1/2014,$0.0,$95.8
1/1/2012,1/27/2012,$0.0,$99.6
7/1/2013,7/29/2013,$0.0,$104.6
3/1/2011,3/24/2011,$0.0,$105.6
9/1/1988,9/21/1988,$0.0,$15.0
8/1/1988,8/17/1988,$0.0,$15.5
6/1/1992,6/18/1992,$0.0,$22.3
11/1/2003,11/6/2003,$0.0,$30.3
6/1/2003,6/3/2003,$0.0,$30.7
8/1/2003,8/15/2003,$0.0,$31.1
11/1/1990,11/15/1990,$0.0,$31.1
8/1/2003,8/22/2003,$0.0,$31.8
9/1/2000,9/27/2000,$0.0,$31.5
9/1/2009,9/3/2009,$0.0,$68.0
10/1/2010,10/4/2010,$0.0,$81.5
11/1/2013,11/14/2013,$0.0,$93.8
7/1/2014,7/8/2014,$0.0,$103.4
6/1/2014,6/24/2014,$0.0,$106.0
12/1/1988,12/15/1988,$0.0,$16.4
1/1/1988,1/29/1988,$0.0,$16.9
2/1/1988,2/11/1988,$0.0,$17.1
9/1/1994,9/21/1994,$0.0,$17.2
7/1/1995,7/11/1995,$0.0,$17.3
7/1/1995,7/19/1995,$0.0,$17.3
12/1/1996,12/17/1996,$0.0,$25.7
4/1/2000,4/13/2000,$0.0,$25.4
5/1/2005,5/16/2005,$0.0,$48.6
6/1/2015,6/26/2015,$0.0,$59.6
5/1/2015,5/25/2015,$0.0,$59.9
11/1/2010,11/26/2010,$0.0,$83.8
12/1/2012,12/27/2012,$0.0,$90.9
9/1/2012,9/20/2012,$0.0,$91.9
8/1/2012,8/24/2012,$0.0,$96.2
4/1/2014,4/2/2014,$0.0,$99.6
2/1/2014,2/11/2014,$0.0,$99.9
1/1/2012,1/18/2012,$0.0,$100.6
4/1/2011,4/5/2011,$0.0,$108.3
12/1/1997,12/30/1997,$0.0,$17.6
4/1/1999,4/20/1999,$0.0,$17.8
2/1/1992,2/26/1992,$0.0,$18.5
3/1/1989,3/10/1989,$0.0,$18.5
7/1/1990,7/17/1990,$0.0,$18.7
3/1/1989,3/9/1989,$0.0,$18.5
6/1/1997,6/20/1997,$0.0,$18.7
3/1/2001,3/30/2001,$0.0,$26.3
5/1/2001,5/25/2001,$0.0,$28.4
3/1/2005,3/17/2005,$0.0,$56.4
5/1/2012,5/29/2012,$0.0,$90.8
5/1/2013,5/24/2013,$0.0,$94.2
2/1/2013,2/8/2013,$0.0,$95.7
3/1/2008,3/14/2008,$0.0,$110.2
8/1/2008,8/29/2008,$0.0,$115.5
3/1/1995,3/28/1995,$0.0,$19.1
1/1/1992,1/6/1992,$0.0,$19.2
7/1/1997,7/16/1997,$0.0,$19.7
1/1/1993,1/26/1993,$0.0,$19.6
10/1/1987,10/15/1987,$0.0,$19.8
6/1/1987,6/5/1987,$0.0,$19.8
5/1/1987,5/19/1987,$0.0,$19.9
6/1/1996,6/25/1996,$0.0,$20.0
4/1/1991,4/5/1991,$0.0,$20.0
3/1/1990,3/13/1990,$0.0,$20.2
11/1/1997,11/12/1997,$0.0,$20.5
9/1/2003,9/8/2003,$0.0,$28.9
6/1/2010,6/7/2010,$0.0,$71.4
3/1/2010,3/25/2010,$0.0,$80.5
8/1/2010,8/4/2010,$0.0,$82.5
8/1/2011,8/31/2011,$0.0,$88.8
10/1/2008,10/3/2008,$0.0,$93.9
4/1/1991,4/29/1991,$0.0,$21.3
9/1/1992,9/3/1992,$0.0,$21.7
10/1/1997,10/10/1997,$0.0,$22.1
9/1/1991,9/3/1991,$0.0,$22.2
10/1/1999,10/20/1999,$0.0,$22.2
3/1/1997,3/19/1997,$0.0,$22.0
3/1/2002,3/6/2002,$0.0,$23.2
11/1/1996,11/12/1996,$0.0,$23.4
12/1/2003,12/11/2003,$0.0,$31.9
10/1/2014,10/13/2014,$0.0,$85.7
3/1/2014,3/31/2014,$0.0,$101.6
6/1/2014,6/27/2014,$0.0,$105.7
11/1/1998,11/20/1998,$0.0,$12.1
11/1/1991,11/5/1991,$0.0,$23.8
11/1/1991,11/4/1991,$0.0,$23.8
9/1/1990,9/28/1990,$0.0,$39.5
7/1/2015,7/10/2015,$0.0,$52.7
6/1/2015,6/17/2015,$0.0,$59.9
7/1/2007,7/12/2007,$0.0,$72.5
12/1/2012,12/28/2012,$0.0,$90.8
6/1/2013,6/17/2013,$0.0,$97.8
7/1/2013,7/8/2013,$0.0,$103.1
5/1/2008,5/15/2008,$0.0,$124.1
7/1/1998,7/24/1998,$0.0,$13.9
7/1/1998,7/10/1998,$0.0,$13.9
3/1/1994,3/3/1994,$0.0,$14.8
10/1/2002,10/18/2002,$0.0,$29.6
7/1/2006,7/6/2006,$0.0,$75.1
10/1/2014,10/15/2014,$0.0,$81.8
1/1/2013,1/25/2013,$0.0,$95.9
5/1/2014,5/26/2014,$0.0,$104.3
4/1/1994,4/8/1994,$0.0,$15.6
2/1/1998,2/20/1998,$0.0,$16.2
7/1/1988,7/28/1988,$0.0,$16.2
9/1/1994,9/15/1994,$0.0,$16.7
5/1/1988,5/12/1988,$0.0,$17.5
8/1/1995,8/15/1995,$0.0,$17.5
6/1/1995,6/23/1995,$0.0,$17.5
7/1/1995,7/27/1995,$0.0,$17.5
8/1/1995,8/4/1995,$0.0,$17.7
8/1/1993,8/19/1993,$0.0,$17.7
11/1/1995,11/10/1995,$0.0,$17.8
8/1/1995,8/9/1995,$0.0,$17.8
11/1/1995,11/22/1995,$0.0,$18.0
5/1/1990,5/4/1990,$0.0,$18.0
6/1/1994,6/6/1994,$0.0,$18.1
1/1/1992,1/9/1992,$0.0,$17.9
10/1/2003,10/13/2003,$0.0,$32.0
2/1/2004,2/5/2004,$0.0,$33.1
2/1/2004,2/12/2004,$0.0,$34.0
11/1/2000,11/27/2000,$0.0,$35.4
5/1/2016,5/19/2016,$0.0,$48.2
10/1/2005,10/10/2005,$0.0,$61.8
6/1/2006,6/20/2006,$0.0,$68.9
9/1/2009,9/17/2009,$0.0,$72.5
12/1/2012,12/24/2012,$0.0,$88.6
7/1/2014,7/18/2014,$0.0,$103.1
6/1/2014,6/10/2014,$0.0,$104.4
4/1/2012,4/30/2012,$0.0,$104.9
4/1/2011,4/26/2011,$0.0,$112.2
4/1/2008,4/17/2008,$0.0,$114.9
3/1/1987,3/27/1987,$0.0,$18.6
3/1/1992,3/4/1992,$0.0,$18.6
6/1/1997,6/10/1997,$0.0,$18.7
12/1/1995,12/21/1995,$0.0,$19.0
2/1/1992,2/12/1992,$0.0,$19.3
12/1/2001,12/17/2001,$0.0,$19.2
9/1/1987,9/18/1987,$0.0,$19.6
9/1/1987,9/28/1987,$0.0,$19.5
12/1/1991,12/10/1991,$0.0,$19.4
6/1/1993,6/9/1993,$0.0,$19.6
7/1/1999,7/7/1999,$0.0,$19.8
5/1/1993,5/26/1993,$0.0,$19.9
10/1/1987,10/30/1987,$0.0,$20.0
8/1/1997,8/15/1997,$0.0,$20.1
6/1/1996,6/12/1996,$0.0,$20.1
3/1/1993,3/30/1993,$0.0,$20.3
2/1/1993,2/26/1993,$0.0,$20.6
7/1/1992,7/9/1992,$0.0,$21.4
5/1/1997,5/13/1997,$0.0,$21.4
8/1/1991,8/7/1991,$0.0,$21.4
1/1/1990,1/24/1990,$0.0,$21.6
7/1/1992,7/21/1992,$0.0,$21.8
10/1/1992,10/14/1992,$0.0,$22.1
7/1/2015,7/2/2015,$0.0,$56.9
10/1/2014,10/20/2014,$0.0,$82.7
1/1/2013,1/9/2013,$0.0,$93.1
1/1/2014,1/29/2014,$0.0,$97.4
2/1/2014,2/14/2014,$0.0,$100.3
10/1/1991,10/1/1991,$0.0,$22.2
6/1/1992,6/17/1992,$0.0,$22.3
1/1/1990,1/12/1990,$0.0,$23.1
10/1/1996,10/28/1996,$0.0,$24.9
12/1/1999,12/3/1999,$0.0,$25.8
4/1/2003,4/24/2003,$0.0,$26.6
3/1/2001,3/12/2001,$0.0,$28.0
10/1/2015,10/14/2015,$0.0,$46.6
7/1/2015,7/17/2015,$0.0,$50.9
6/1/2009,6/2/2009,$0.0,$68.6
8/1/2009,8/6/2009,$0.0,$71.9
1/1/2010,1/28/2010,$0.0,$73.6
