Months,Date,Daily Volatility,Price
3/1/2012,3/28/2012,$0.0,$105.4
3/1/2012,3/22/2012,$0.0,$105.4
6/1/2008,6/25/2008,$0.0,$134.6
6/1/1988,6/15/1988,$0.0,$16.5
11/1/1993,11/2/1993,$0.0,$17.1
11/1/1993,11/5/1993,$0.0,$17.1
4/1/1992,4/14/1992,$0.0,$19.9
12/1/1991,12/5/1991,$0.0,$20.4
11/1/1997,11/10/1997,$0.0,$20.4
12/1/1990,12/21/1990,$0.0,$25.9
6/1/2005,6/2/2005,$0.0,$53.6
7/1/2007,7/24/2007,$0.0,$73.6
7/1/2008,7/25/2008,$0.0,$123.3
9/1/1995,9/22/1995,$0.0,$17.3
4/1/1988,4/27/1988,$0.0,$18.3
12/1/1992,12/8/1992,$0.0,$18.8
3/1/1991,3/27/1991,$0.0,$19.4
4/1/1990,4/5/1990,$0.0,$19.4
2/1/2001,2/9/2001,$0.0,$31.0
10/1/2015,10/27/2015,$0.0,$43.2
8/1/2015,8/7/2015,$0.0,$43.9
2/1/2015,2/23/2015,$0.0,$49.5
6/1/2006,6/12/2006,$0.0,$70.4
12/1/2009,12/8/2009,$0.0,$72.6
1/1/2010,1/20/2010,$0.0,$77.6
3/1/2010,3/15/2010,$0.0,$79.8
5/1/2008,5/22/2008,$0.0,$130.8
8/1/1994,8/10/1994,$0.0,$19.0
7/1/1997,7/14/1997,$0.0,$19.0
1/1/2001,1/24/2001,$0.0,$29.1
10/1/2014,10/9/2014,$0.0,$85.8
11/1/2007,11/12/2007,$0.0,$94.6
6/1/1988,6/30/1988,$0.0,$15.2
9/1/1993,9/1/1993,$0.0,$18.0
4/1/2000,4/3/2000,$0.0,$26.4
2/1/2016,2/10/2016,$0.0,$27.5
3/1/2003,3/14/2003,$0.0,$35.4
7/1/2009,7/7/2009,$0.0,$62.9
5/1/2006,5/12/2006,$0.0,$72.0
1/1/2010,1/15/2010,$0.0,$78.0
9/1/2007,9/25/2007,$0.0,$79.5
5/1/2013,5/31/2013,$0.0,$92.0
1/1/2012,1/12/2012,$0.0,$99.1
3/1/1990,3/7/1990,$0.0,$20.9
12/1/2001,12/27/2001,$0.0,$20.9
3/1/1997,3/17/1997,$0.0,$20.9
3/1/1996,3/28/1996,$0.0,$21.4
9/1/1999,9/20/1999,$0.0,$24.3
6/1/2002,6/5/2002,$0.0,$24.9
1/1/1991,1/8/1991,$0.0,$27.2
10/1/2005,10/5/2005,$0.0,$62.8
7/1/2006,7/28/2006,$0.0,$73.2
10/1/2007,10/1/2007,$0.0,$80.2
10/1/2010,10/15/2010,$0.0,$81.3
2/1/2011,2/7/2011,$0.0,$87.5
4/1/1991,4/1/1991,$0.0,$19.3
9/1/2003,9/4/2003,$0.0,$29.0
9/1/1990,9/11/1990,$0.0,$30.8
2/1/2016,2/4/2016,$0.0,$31.7
1/1/2005,1/26/2005,$0.0,$48.8
7/1/2006,7/25/2006,$0.0,$73.8
10/1/2014,10/8/2014,$0.0,$87.3
11/1/2001,11/19/2001,$0.0,$17.7
5/1/1995,5/11/1995,$0.0,$19.4
12/1/1991,12/6/1991,$0.0,$20.0
3/1/1990,3/1/1990,$0.0,$21.2
8/1/1996,8/20/1996,$0.0,$22.9
7/1/2003,7/23/2003,$0.0,$29.7
10/1/2015,10/23/2015,$0.0,$44.6
1/1/2005,1/19/2005,$0.0,$47.6
8/1/2004,8/20/2004,$0.0,$47.9
9/1/2005,9/20/2005,$0.0,$66.2
2/1/2013,2/21/2013,$0.0,$92.8
7/1/2013,7/24/2013,$0.0,$105.4
8/1/1993,8/6/1993,$0.0,$17.3
11/1/1991,11/18/1991,$0.0,$22.4
1/1/2009,1/29/2009,$0.0,$41.4
4/1/2015,4/17/2015,$0.0,$55.7
2/1/1998,2/11/1998,$0.0,$16.2
1/1/1992,1/14/1992,$0.0,$18.5
11/1/1987,11/2/1987,$0.0,$19.6
6/1/1991,6/13/1991,$0.0,$19.7
4/1/1989,4/13/1989,$0.0,$20.3
1/1/1997,1/21/1997,$0.0,$24.8
8/1/2002,8/28/2002,$0.0,$28.3
12/1/2003,12/5/2003,$0.0,$30.7
10/1/2000,10/19/2000,$0.0,$32.9
6/1/2004,6/3/2004,$0.0,$39.3
4/1/2005,4/5/2005,$0.0,$56.0
3/1/1995,3/9/1995,$0.0,$18.0
1/1/1996,1/22/1996,$0.0,$18.6
5/1/1991,5/13/1991,$0.0,$20.9
8/1/1999,8/24/1999,$0.0,$21.5
11/1/2006,11/13/2006,$0.0,$58.6
10/1/2006,10/17/2006,$0.0,$58.9
10/1/2006,10/26/2006,$0.0,$60.4
9/1/2006,9/22/2006,$0.0,$60.6
3/1/2013,3/19/2013,$0.0,$92.2
8/1/1997,8/6/1997,$0.0,$20.5
3/1/1990,3/9/1990,$0.0,$20.4
8/1/1992,8/21/1992,$0.0,$21.1
12/1/2000,12/7/2000,$0.0,$29.4
2/1/2001,2/12/2001,$0.0,$30.5
8/1/2015,8/21/2015,$0.0,$40.5
7/1/2009,7/28/2009,$0.0,$67.2
7/1/1993,7/22/1993,$0.0,$17.6
3/1/1997,3/26/1997,$0.0,$20.6
5/1/2000,5/26/2000,$0.0,$30.0
1/1/2003,1/8/2003,$0.0,$30.6
6/1/2015,6/8/2015,$0.0,$58.1
2/1/2011,2/4/2011,$0.0,$89.0
9/1/2008,9/11/2008,$0.0,$100.9
2/1/1988,2/10/1988,$0.0,$17.1
3/1/1991,3/11/1991,$0.0,$19.0
4/1/1995,4/12/1995,$0.0,$19.6
5/1/1996,5/29/1996,$0.0,$20.8
1/1/1991,1/25/1991,$0.0,$21.4
1/1/1997,1/16/1997,$0.0,$25.5
4/1/2004,4/13/2004,$0.0,$37.2
3/1/2009,3/13/2009,$0.0,$46.3
3/1/2007,3/13/2007,$0.0,$57.9
8/1/2005,8/3/2005,$0.0,$60.9
12/1/2006,12/21/2006,$0.0,$62.7
6/1/2012,6/11/2012,$0.0,$82.7
5/1/2011,5/19/2011,$0.0,$98.4
11/1/1988,11/16/1988,$0.0,$13.7
10/1/1995,10/19/1995,$0.0,$17.3
11/1/1992,11/6/1992,$0.0,$20.3
12/1/1999,12/7/1999,$0.0,$26.2
1/1/2007,1/22/2007,$0.0,$51.1
5/1/2015,5/22/2015,$0.0,$59.7
5/1/2010,5/13/2010,$0.0,$74.4
10/1/2014,10/7/2014,$0.0,$88.9
12/1/2011,12/12/2011,$0.0,$97.8
2/1/1994,2/4/1994,$0.0,$15.6
12/1/1987,12/18/1987,$0.0,$15.6
6/1/1993,6/15/1993,$0.0,$18.6
12/1/2004,12/3/2004,$0.0,$42.5
2/1/2013,2/4/2013,$0.0,$96.2
12/1/1995,12/11/1995,$0.0,$18.7
3/1/1990,3/20/1990,$0.0,$19.3
7/1/2000,7/19/2000,$0.0,$31.4
2/1/2005,2/17/2005,$0.0,$47.5
8/1/2009,8/11/2009,$0.0,$69.5
12/1/2012,12/21/2012,$0.0,$88.7
5/1/2011,5/4/2011,$0.0,$109.2
11/1/2004,11/16/2004,$0.0,$46.1
6/1/2005,6/29/2005,$0.0,$57.3
12/1/2014,12/11/2014,$0.0,$60.0
10/1/2005,10/13/2005,$0.0,$63.1
2/1/2010,2/23/2010,$0.0,$78.9
6/1/2008,6/4/2008,$0.0,$122.3
1/1/1989,1/4/1989,$0.0,$17.1
2/1/1989,2/10/1989,$0.0,$17.1
4/1/1988,4/20/1988,$0.0,$17.7
6/1/1999,6/21/1999,$0.0,$17.7
10/1/1994,10/11/1994,$0.0,$17.7
3/1/1995,3/8/1995,$0.0,$18.3
9/1/1989,9/19/1989,$0.0,$19.6
2/1/1991,2/13/1991,$0.0,$22.6
8/1/2001,8/15/2001,$0.0,$27.6
8/1/2003,8/6/2003,$0.0,$31.7
2/1/2003,2/28/2003,$0.0,$36.6
9/1/2011,9/16/2011,$0.0,$88.0
3/1/2011,3/10/2011,$0.0,$102.7
9/1/2013,9/20/2013,$0.0,$104.7
10/1/1998,10/5/1998,$0.0,$15.4
5/1/1988,5/20/1988,$0.0,$17.2
6/1/1994,6/27/1994,$0.0,$19.0
11/1/1991,11/6/1991,$0.0,$23.4
12/1/2015,12/17/2015,$0.0,$35.0
6/1/2004,6/29/2004,$0.0,$35.7
3/1/2004,3/12/2004,$0.0,$36.2
2/1/2015,2/20/2015,$0.0,$50.3
5/1/2009,5/21/2009,$0.0,$61.1
9/1/2006,9/6/2006,$0.0,$67.5
8/1/2010,8/6/2010,$0.0,$80.7
3/1/1994,3/17/1994,$0.0,$14.8
10/1/1993,10/28/1993,$0.0,$17.4
1/1/1995,1/27/1995,$0.0,$18.0
4/1/1988,4/28/1988,$0.0,$18.0
8/1/1987,8/24/1987,$0.0,$18.6
10/1/2002,10/22/2002,$0.0,$27.9
1/1/2009,1/26/2009,$0.0,$45.7
10/1/2006,10/11/2006,$0.0,$57.6
9/1/2006,9/8/2006,$0.0,$66.3
8/1/2006,8/16/2006,$0.0,$71.9
11/1/2014,11/10/2014,$0.0,$77.4
3/1/2010,3/24/2010,$0.0,$80.6
6/1/1998,6/1/1998,$0.0,$15.0
1/1/1996,1/29/1996,$0.0,$17.5
12/1/2001,12/11/2001,$0.0,$18.1
8/1/1994,8/11/1994,$0.0,$18.7
2/1/1990,2/9/1990,$0.0,$21.7
10/1/1991,10/25/1991,$0.0,$23.1
10/1/2002,10/29/2002,$0.0,$26.9
10/1/2013,10/21/2013,$0.0,$99.2
10/1/2013,10/17/2013,$0.0,$100.7
5/1/1994,5/3/1994,$0.0,$16.9
12/1/1991,12/17/1991,$0.0,$19.5
3/1/1991,3/7/1991,$0.0,$19.4
7/1/1996,7/24/1996,$0.0,$20.7
3/1/2015,3/19/2015,$0.0,$44.0
12/1/2014,12/31/2014,$0.0,$53.3
10/1/2011,10/13/2011,$0.0,$84.2
4/1/1999,4/26/1999,$0.0,$17.7
6/1/1993,6/11/1993,$0.0,$19.0
5/1/1997,5/2/1997,$0.0,$19.6
1/1/2000,1/26/2000,$0.0,$27.8
7/1/2000,7/20/2000,$0.0,$30.9
7/1/2015,7/27/2015,$0.0,$47.4
12/1/2006,12/4/2006,$0.0,$62.4
9/1/1994,9/13/1994,$0.0,$17.1
4/1/1990,4/12/1990,$0.0,$17.8
4/1/1993,4/6/1993,$0.0,$20.3
8/1/1996,8/26/1996,$0.0,$21.6
6/1/2001,6/1/2001,$0.0,$27.9
9/1/2004,9/7/2004,$0.0,$43.3
7/1/2016,7/18/2016,$0.0,$45.2
1/1/2015,1/23/2015,$0.0,$45.6
11/1/2006,11/22/2006,$0.0,$59.2
1/1/2014,1/3/2014,$0.0,$94.0
9/1/2013,9/19/2013,$0.0,$106.4
4/1/1998,4/13/1998,$0.0,$15.3
8/1/1993,8/16/1993,$0.0,$17.9
1/1/1993,1/19/1993,$0.0,$18.6
10/1/1997,10/23/1997,$0.0,$21.1
8/1/2002,8/27/2002,$0.0,$28.8
2/1/2011,2/1/2011,$0.0,$90.8
9/1/2008,9/5/2008,$0.0,$106.2
12/1/1994,12/15/1994,$0.0,$16.7
1/1/1995,1/9/1995,$0.0,$17.4
10/1/1993,10/22/1993,$0.0,$18.1
8/1/1989,8/1/1989,$0.0,$18.0
8/1/1989,8/17/1989,$0.0,$18.7
2/1/1993,2/2/1993,$0.0,$20.0
1/1/1996,1/9/1996,$0.0,$20.0
1/1/2006,1/24/2006,$0.0,$67.1
2/1/2010,2/12/2010,$0.0,$74.1
1/1/1994,1/18/1994,$0.0,$14.9
8/1/1988,8/12/1988,$0.0,$15.5
5/1/1993,5/14/1993,$0.0,$19.5
3/1/1990,3/16/1990,$0.0,$20.1
2/1/2002,2/4/2002,$0.0,$20.1
5/1/1992,5/5/1992,$0.0,$20.8
5/1/1996,5/9/1996,$0.0,$20.7
2/1/1990,2/23/1990,$0.0,$21.4
8/1/1996,8/23/1996,$0.0,$22.0
1/1/1991,1/11/1991,$0.0,$27.3
10/1/2003,10/30/2003,$0.0,$28.5
2/1/2009,2/9/2009,$0.0,$39.6
9/1/2006,9/1/2006,$0.0,$69.2
6/1/2009,6/26/2009,$0.0,$69.2
9/1/2012,9/26/2012,$0.0,$90.0
4/1/2014,4/30/2014,$0.0,$99.7
3/1/2014,3/4/2014,$0.0,$103.3
8/1/1988,8/4/1988,$0.0,$15.0
1/1/1988,1/15/1988,$0.0,$17.0
11/1/2002,11/7/2002,$0.0,$25.4
2/1/2000,2/8/2000,$0.0,$28.0
12/1/2003,12/1/2003,$0.0,$30.0
8/1/2010,8/10/2010,$0.0,$80.3
7/1/2013,7/11/2013,$0.0,$104.9
4/1/1999,4/14/1999,$0.0,$16.5
11/1/1993,11/24/1993,$0.0,$16.4
6/1/1988,6/9/1988,$0.0,$17.1
1/1/1989,1/31/1989,$0.0,$17.0
4/1/1992,4/9/1992,$0.0,$20.3
1/1/1991,1/24/1991,$0.0,$21.7
9/1/2015,9/4/2015,$0.0,$46.1
7/1/2015,7/23/2015,$0.0,$48.5
11/1/2005,11/29/2005,$0.0,$56.5
7/1/2010,7/12/2010,$0.0,$75.0
3/1/2011,3/11/2011,$0.0,$101.2
9/1/2013,9/16/2013,$0.0,$106.6
4/1/1998,4/7/1998,$0.0,$15.2
1/1/1990,1/30/1990,$0.0,$22.5
7/1/2002,7/15/2002,$0.0,$27.1
3/1/2015,3/5/2015,$0.0,$50.8
3/1/2013,3/1/2013,$0.0,$90.7
2/1/2013,2/15/2013,$0.0,$95.9
12/1/1998,12/8/1998,$0.0,$11.3
6/1/1990,6/7/1990,$0.0,$16.7
10/1/1995,10/4/1995,$0.0,$17.3
7/1/1993,7/7/1993,$0.0,$18.0
10/1/1994,10/10/1994,$0.0,$18.0
11/1/1987,11/16/1987,$0.0,$18.7
5/1/1997,5/1/1997,$0.0,$19.9
7/1/1987,7/23/1987,$0.0,$21.2
3/1/2003,3/11/2003,$0.0,$36.7
8/1/2015,8/17/2015,$0.0,$41.9
10/1/2015,10/7/2015,$0.0,$47.8
4/1/2005,4/25/2005,$0.0,$54.6
10/1/2010,10/21/2010,$0.0,$80.6
8/1/1989,8/23/1989,$0.0,$18.8
9/1/1996,9/19/1996,$0.0,$23.5
12/1/1999,12/9/1999,$0.0,$26.2
5/1/2003,5/15/2003,$0.0,$28.7
1/1/2004,1/28/2004,$0.0,$33.6
3/1/2006,3/15/2006,$0.0,$62.2
9/1/2007,9/28/2007,$0.0,$81.7
5/1/2012,5/31/2012,$0.0,$86.5
10/1/2012,10/22/2012,$0.0,$88.7
11/1/2013,11/27/2013,$0.0,$92.3
4/1/2012,4/18/2012,$0.0,$102.7
2/1/1996,2/5/1996,$0.0,$17.5
1/1/1992,1/29/1992,$0.0,$18.9
3/1/2001,3/13/2001,$0.0,$27.6
4/1/2005,4/8/2005,$0.0,$53.3
10/1/2013,10/30/2013,$0.0,$96.8
10/1/1998,10/13/1998,$0.0,$14.2
7/1/1988,7/1/1988,$0.0,$14.9
8/1/1993,8/18/1993,$0.0,$17.7
12/1/1991,12/16/1991,$0.0,$19.8
6/1/1993,6/3/1993,$0.0,$19.7
9/1/1999,9/14/1999,$0.0,$23.9
5/1/2000,5/19/2000,$0.0,$29.9
8/1/2003,8/4/2003,$0.0,$31.8
7/1/2015,7/20/2015,$0.0,$50.2
10/1/2008,10/27/2008,$0.0,$63.2
12/1/2014,12/5/2014,$0.0,$65.8
9/1/1998,9/25/1998,$0.0,$15.8
4/1/1990,4/6/1990,$0.0,$19.2
2/1/2002,2/6/2002,$0.0,$19.8
7/1/1994,7/15/1994,$0.0,$19.9
10/1/1989,10/16/1989,$0.0,$20.6
8/1/1991,8/14/1991,$0.0,$21.3
7/1/2001,7/30/2001,$0.0,$26.6
12/1/2000,12/19/2000,$0.0,$29.3
7/1/2004,7/7/2004,$0.0,$39.1
4/1/2016,4/18/2016,$0.0,$39.8
3/1/2005,3/28/2005,$0.0,$54.1
2/1/2007,2/1/2007,$0.0,$57.3
2/1/2008,2/6/2008,$0.0,$87.1
9/1/2011,9/14/2011,$0.0,$88.9
8/1/1999,8/16/1999,$0.0,$21.4
9/1/1992,9/18/1992,$0.0,$22.0
10/1/2001,10/25/2001,$0.0,$22.0
4/1/2003,4/25/2003,$0.0,$26.3
9/1/2001,9/10/2001,$0.0,$27.6
8/1/2001,8/8/2001,$0.0,$27.5
7/1/2016,7/11/2016,$0.0,$44.8
1/1/2014,1/8/2014,$0.0,$92.3
9/1/2014,9/18/2014,$0.0,$93.1
10/1/2013,10/22/2013,$0.0,$97.8
11/1/2011,11/18/2011,$0.0,$97.4
11/1/2001,11/26/2001,$0.0,$18.7
4/1/1995,4/24/1995,$0.0,$20.1
3/1/2002,3/25/2002,$0.0,$25.0
11/1/2002,11/6/2002,$0.0,$25.8
6/1/2004,6/23/2004,$0.0,$37.6
11/1/2008,11/19/2008,$0.0,$53.6
7/1/2012,7/2/2012,$0.0,$83.8
3/1/2014,3/10/2014,$0.0,$101.1
3/1/1988,3/7/1988,$0.0,$15.4
8/1/1988,8/1/1988,$0.0,$16.1
1/1/1992,1/20/1992,$0.0,$18.9
4/1/1991,4/30/1991,$0.0,$21.0
1/1/1990,1/5/1990,$0.0,$23.1
10/1/1996,10/24/1996,$0.0,$24.5
9/1/2015,9/14/2015,$0.0,$44.0
11/1/2006,11/2/2006,$0.0,$57.9
5/1/2009,5/13/2009,$0.0,$58.0
12/1/2005,12/15/2005,$0.0,$60.0
1/1/2010,1/13/2010,$0.0,$79.7
4/1/2012,4/10/2012,$0.0,$101.0
7/1/2013,7/30/2013,$0.0,$103.1
1/1/1996,1/10/1996,$0.0,$19.7
3/1/1993,3/10/1993,$0.0,$20.4
3/1/1997,3/31/1997,$0.0,$20.4
12/1/2003,12/29/2003,$0.0,$32.4
5/1/2004,5/20/2004,$0.0,$40.9
8/1/2009,8/7/2009,$0.0,$70.9
7/1/2006,7/7/2006,$0.0,$74.1
8/1/2011,8/16/2011,$0.0,$86.7
12/1/2010,12/30/2010,$0.0,$89.8
10/1/2014,10/3/2014,$0.0,$89.7
5/1/2012,5/14/2012,$0.0,$94.8
9/1/1999,9/22/1999,$0.0,$24.1
4/1/2002,4/5/2002,$0.0,$26.2
5/1/2004,5/25/2004,$0.0,$41.1
10/1/2015,10/26/2015,$0.0,$44.0
6/1/2015,6/19/2015,$0.0,$59.6
1/1/2010,1/27/2010,$0.0,$73.7
1/1/2011,1/24/2011,$0.0,$87.9
8/1/1998,8/26/1998,$0.0,$13.6
6/1/1990,6/26/1990,$0.0,$17.1
2/1/1993,2/12/1993,$0.0,$20.0
10/1/1999,10/19/1999,$0.0,$22.2
5/1/2003,5/2/2003,$0.0,$25.7
7/1/2001,7/11/2001,$0.0,$27.1
1/1/2001,1/31/2001,$0.0,$28.7
5/1/2000,5/17/2000,$0.0,$29.3
12/1/2004,12/20/2004,$0.0,$45.6
6/1/2005,6/22/2005,$0.0,$58.1
9/1/2012,9/18/2012,$0.0,$95.3
6/1/1988,6/6/1988,$0.0,$17.3
7/1/1995,7/13/1995,$0.0,$17.3
3/1/1995,3/14/1995,$0.0,$17.9
9/1/1995,9/20/1995,$0.0,$18.7
9/1/1987,9/11/1987,$0.0,$19.4
7/1/1997,7/9/1997,$0.0,$19.5
7/1/1994,7/13/1994,$0.0,$20.2
11/1/1996,11/1/1996,$0.0,$23.0
5/1/2001,5/8/2001,$0.0,$27.4
8/1/2002,8/22/2002,$0.0,$28.8
2/1/2009,2/20/2009,$0.0,$38.9
8/1/2016,8/2/2016,$0.0,$39.5
1/1/2012,1/5/2012,$0.0,$101.8
5/1/2008,5/12/2008,$0.0,$124.2
6/1/2008,6/13/2008,$0.0,$134.9
2/1/1988,2/9/1988,$0.0,$17.4
8/1/1987,8/19/1987,$0.0,$19.6
6/1/2005,6/10/2005,$0.0,$53.5
8/1/2005,8/9/2005,$0.0,$63.1
11/1/2014,11/18/2014,$0.0,$74.6
9/1/1988,9/29/1988,$0.0,$13.9
2/1/1994,2/25/1994,$0.0,$14.6
1/1/1993,1/20/1993,$0.0,$18.3
6/1/1992,6/25/1992,$0.0,$22.6
1/1/2004,1/26/2004,$0.0,$34.5
3/1/2004,3/31/2004,$0.0,$35.8
3/1/2003,3/10/2003,$0.0,$37.3
1/1/2005,1/20/2005,$0.0,$46.9
7/1/2011,7/18/2011,$0.0,$95.9
3/1/2011,3/28/2011,$0.0,$104.0
5/1/1999,5/19/1999,$0.0,$16.9
9/1/1993,9/3/1993,$0.0,$17.7
11/1/1987,11/17/1987,$0.0,$18.4
7/1/1994,7/20/1994,$0.0,$19.2
12/1/1991,12/19/1991,$0.0,$19.1
3/1/2001,3/9/2001,$0.0,$28.0
6/1/2003,6/24/2003,$0.0,$28.8
9/1/2000,9/13/2000,$0.0,$33.8
6/1/2005,6/7/2005,$0.0,$53.8
1/1/2012,1/11/2012,$0.0,$100.9
5/1/2014,5/28/2014,$0.0,$102.7
9/1/2008,9/4/2008,$0.0,$107.9
11/1/2001,11/28/2001,$0.0,$19.2
1/1/1992,1/3/1992,$0.0,$19.2
8/1/1992,8/3/1992,$0.0,$21.6
5/1/2003,5/12/2003,$0.0,$27.4
2/1/2003,2/27/2003,$0.0,$37.2
6/1/2005,6/30/2005,$0.0,$56.5
7/1/2005,7/18/2005,$0.0,$57.3
6/1/2015,6/12/2015,$0.0,$60.0
3/1/2006,3/7/2006,$0.0,$61.6
6/1/2006,6/1/2006,$0.0,$70.3
4/1/2006,4/27/2006,$0.0,$71.0
2/1/2011,2/11/2011,$0.0,$85.6
7/1/1995,7/7/1995,$0.0,$17.1
7/1/1993,7/30/1993,$0.0,$17.9
4/1/1999,4/23/1999,$0.0,$17.9
4/1/1996,4/24/1996,$0.0,$22.4
12/1/2002,12/6/2002,$0.0,$26.9
6/1/2003,6/19/2003,$0.0,$30.0
4/1/2004,4/14/2004,$0.0,$36.7
1/1/2009,1/14/2009,$0.0,$37.3
11/1/2004,11/18/2004,$0.0,$46.2
6/1/2007,6/20/2007,$0.0,$68.2
5/1/2006,5/19/2006,$0.0,$68.5
10/1/2014,10/24/2014,$0.0,$81.0
7/1/2012,7/20/2012,$0.0,$91.4
11/1/2013,11/5/2013,$0.0,$93.4
4/1/1998,4/14/1998,$0.0,$15.1
12/1/2001,12/13/2001,$0.0,$18.1
8/1/1990,8/14/1990,$0.0,$26.4
1/1/2000,1/24/2000,$0.0,$27.8
6/1/2016,6/9/2016,$0.0,$50.6
11/1/2005,11/9/2005,$0.0,$58.9
12/1/2006,12/11/2006,$0.0,$61.2
8/1/2010,8/19/2010,$0.0,$74.4
10/1/2014,10/30/2014,$0.0,$81.1
4/1/2014,4/25/2014,$0.0,$100.6
1/1/1999,1/14/1999,$0.0,$12.2
10/1/1989,10/24/1989,$0.0,$19.7
3/1/1990,3/6/1990,$0.0,$21.3
10/1/2001,10/16/2001,$0.0,$22.0
10/1/1999,10/5/1999,$0.0,$23.5
12/1/1999,12/29/1999,$0.0,$26.5
4/1/2016,4/7/2016,$0.0,$37.3
7/1/2016,7/19/2016,$0.0,$44.7
7/1/2015,7/8/2015,$0.0,$51.7
4/1/2006,4/26/2006,$0.0,$71.9
8/1/2010,8/20/2010,$0.0,$73.5
7/1/1995,7/21/1995,$0.0,$16.8
4/1/1988,4/5/1988,$0.0,$16.8
8/1/1993,8/5/1993,$0.0,$17.6
7/1/1989,7/26/1989,$0.0,$18.3
12/1/1989,12/28/1989,$0.0,$21.5
10/1/2002,10/10/2002,$0.0,$29.0
11/1/2000,11/16/2000,$0.0,$35.1
8/1/2015,8/5/2015,$0.0,$45.2
7/1/2005,7/20/2005,$0.0,$56.7
6/1/2006,6/19/2006,$0.0,$69.0
12/1/2009,12/4/2009,$0.0,$75.5
12/1/1998,12/21/1998,$0.0,$10.8
12/1/1994,12/12/1994,$0.0,$16.9
11/1/1995,11/6/1995,$0.0,$17.7
7/1/1993,7/8/1993,$0.0,$17.8
3/1/1991,3/15/1991,$0.0,$20.0
3/1/1993,3/11/1993,$0.0,$20.1
7/1/1990,7/27/1990,$0.0,$20.0
2/1/2000,2/7/2000,$0.0,$28.5
2/1/2009,2/23/2009,$0.0,$38.4
4/1/2009,4/14/2009,$0.0,$49.4
2/1/2012,2/2/2012,$0.0,$96.4
1/1/2008,1/4/2008,$0.0,$97.9
3/1/1987,3/2/1987,$0.0,$16.4
12/1/1994,12/1/1994,$0.0,$17.8
4/1/1987,4/29/1987,$0.0,$18.6
8/1/1987,8/28/1987,$0.0,$19.4
11/1/1992,11/12/1992,$0.0,$20.2
4/1/1989,4/27/1989,$0.0,$20.9
10/1/1999,10/18/1999,$0.0,$22.5
3/1/2003,3/17/2003,$0.0,$34.9
11/1/2004,11/30/2004,$0.0,$49.1
3/1/2006,3/17/2006,$0.0,$62.8
8/1/2006,8/29/2006,$0.0,$69.7
8/1/1998,8/21/1998,$0.0,$13.4
7/1/1998,7/29/1998,$0.0,$14.1
10/1/1998,10/14/1998,$0.0,$14.1
6/1/1988,6/17/1988,$0.0,$16.5
7/1/1995,7/5/1995,$0.0,$17.2
11/1/1989,11/13/1989,$0.0,$19.6
2/1/1991,2/7/1991,$0.0,$21.2
10/1/1992,10/20/1992,$0.0,$21.9
10/1/2001,10/30/2001,$0.0,$21.9
4/1/2013,4/4/2013,$0.0,$93.3
8/1/2008,8/12/2008,$0.0,$113.0
5/1/2008,5/14/2008,$0.0,$124.2
6/1/1998,6/12/1998,$0.0,$12.6
12/1/1993,12/16/1993,$0.0,$14.2
4/1/1999,4/8/1999,$0.0,$15.8
1/1/1996,1/19/1996,$0.0,$18.9
3/1/1991,3/18/1991,$0.0,$19.8
5/1/1995,5/22/1995,$0.0,$19.8
12/1/1996,12/9/1996,$0.0,$25.3
9/1/2004,9/8/2004,$0.0,$42.8
7/1/2016,7/22/2016,$0.0,$44.2
4/1/2005,4/15/2005,$0.0,$50.5
2/1/2006,2/10/2006,$0.0,$61.8
10/1/2005,10/19/2005,$0.0,$62.4
8/1/2005,8/31/2005,$0.0,$68.9
12/1/1998,12/9/1998,$0.0,$11.2
9/1/1993,9/10/1993,$0.0,$16.8
9/1/1995,9/29/1995,$0.0,$17.5
10/1/1993,10/15/1993,$0.0,$18.3
6/1/1991,6/24/1991,$0.0,$20.0
11/1/1997,11/4/1997,$0.0,$20.7
8/1/1987,8/10/1987,$0.0,$20.7
7/1/2002,7/31/2002,$0.0,$27.0
2/1/2016,2/14/2016,$0.0,$29.1
12/1/2005,12/19/2005,$0.0,$57.3
12/1/2006,12/27/2006,$0.0,$60.3
9/1/2007,9/14/2007,$0.0,$79.1
5/1/2012,5/16/2012,$0.0,$92.8
7/1/2014,7/23/2014,$0.0,$103.1
5/1/1994,5/25/1994,$0.0,$17.7
2/1/1992,2/24/1992,$0.0,$18.4
7/1/1997,7/10/1997,$0.0,$19.2
3/1/1996,3/4/1996,$0.0,$19.2
4/1/1991,4/16/1991,$0.0,$21.6
9/1/1996,9/26/1996,$0.0,$24.2
12/1/2002,12/11/2002,$0.0,$27.4
10/1/2000,10/25/2000,$0.0,$33.0
11/1/2005,11/15/2005,$0.0,$57.0
10/1/2009,10/2/2009,$0.0,$70.0
7/1/2007,7/26/2007,$0.0,$75.0
10/1/2008,10/8/2008,$0.0,$89.0
10/1/2012,10/10/2012,$0.0,$91.3
9/1/2014,9/5/2014,$0.0,$93.3
2/1/2008,2/27/2008,$0.0,$99.6
3/1/1994,3/4/1994,$0.0,$14.6
2/1/1995,2/22/1995,$0.0,$18.6
10/1/1989,10/26/1989,$0.0,$19.4
8/1/2000,8/24/2000,$0.0,$31.6
12/1/2005,12/7/2005,$0.0,$59.2
9/1/2010,9/17/2010,$0.0,$73.7
5/1/1989,5/10/1989,$0.0,$19.5
4/1/2003,4/4/2003,$0.0,$28.6
6/1/2015,6/24/2015,$0.0,$60.3
