Months,Measure Names,Months,Daily Volatility,Avg. Price,Max. Price,Measure Values,Min. Price
1/1/1987,Max. Price,1/1/1987,,$18.7,$19.1,19.14,$18.0
1/1/1987,Avg. Price,1/1/1987,,$18.7,$19.1,18.666666667,$18.0
1/1/1987,Min. Price,1/1/1987,,$18.7,$19.1,17.95,$18.0
2/1/1987,Max. Price,2/1/1987,,$17.8,$18.6,18.58,$16.4
2/1/1987,Avg. Price,2/1/1987,,$17.8,$18.6,17.82,$16.4
2/1/1987,Min. Price,2/1/1987,,$17.8,$18.6,16.4,$16.4
3/1/1987,Max. Price,3/1/1987,,$18.3,$18.9,18.87,$16.4
3/1/1987,Avg. Price,3/1/1987,,$18.3,$18.9,18.301818182,$16.4
3/1/1987,Min. Price,3/1/1987,,$18.3,$18.9,16.39,$16.4
4/1/1987,Max. Price,4/1/1987,,$18.7,$19.0,19.03,$18.0
4/1/1987,Avg. Price,4/1/1987,,$18.7,$19.0,18.655714286,$18.0
4/1/1987,Min. Price,4/1/1987,,$18.7,$19.0,17.98,$18.0
5/1/1987,Max. Price,5/1/1987,,$19.4,$19.9,19.89,$18.8
5/1/1987,Avg. Price,5/1/1987,,$19.4,$19.9,19.376,$18.8
5/1/1987,Min. Price,5/1/1987,,$19.4,$19.9,18.83,$18.8
6/1/1987,Max. Price,6/1/1987,,$20.0,$20.7,20.66,$19.4
6/1/1987,Avg. Price,6/1/1987,,$20.0,$20.7,19.994545455,$19.4
6/1/1987,Min. Price,6/1/1987,,$20.0,$20.7,19.4,$19.4
7/1/1987,Max. Price,7/1/1987,,$21.3,$22.4,22.39,$20.5
7/1/1987,Avg. Price,7/1/1987,,$21.3,$22.4,21.331363636,$20.5
7/1/1987,Min. Price,7/1/1987,,$21.3,$22.4,20.48,$20.5
8/1/1987,Max. Price,8/1/1987,,$20.2,$22.2,22.16,$18.6
8/1/1987,Avg. Price,8/1/1987,,$20.2,$22.2,20.225714286,$18.6
8/1/1987,Min. Price,8/1/1987,,$20.2,$22.2,18.6,$18.6
9/1/1987,Max. Price,9/1/1987,,$19.5,$19.7,19.73,$18.9
9/1/1987,Avg. Price,9/1/1987,,$19.5,$19.7,19.522857143,$18.9
9/1/1987,Min. Price,9/1/1987,,$19.5,$19.7,18.94,$18.9
10/1/1987,Max. Price,10/1/1987,,$19.9,$20.2,20.22,$19.4
10/1/1987,Avg. Price,10/1/1987,,$19.9,$20.2,19.862727273,$19.4
10/1/1987,Min. Price,10/1/1987,,$19.9,$20.2,19.44,$19.4
11/1/1987,Max. Price,11/1/1987,,$18.8,$19.6,19.62,$18.4
11/1/1987,Avg. Price,11/1/1987,,$18.8,$19.6,18.846315789,$18.4
11/1/1987,Min. Price,11/1/1987,,$18.8,$19.6,18.4,$18.4
12/1/1987,Max. Price,12/1/1987,,$17.3,$18.9,18.87,$15.2
12/1/1987,Avg. Price,12/1/1987,,$17.3,$18.9,17.256818182,$15.2
12/1/1987,Min. Price,12/1/1987,,$17.3,$18.9,15.16,$15.2
1/1/1988,Max. Price,1/1/1988,,$17.2,$17.9,17.85,$16.6
1/1/1988,Avg. Price,1/1/1988,,$17.2,$17.9,17.1525,$16.6
1/1/1988,Min. Price,1/1/1988,,$17.2,$17.9,16.59,$16.6
2/1/1988,Max. Price,2/1/1988,,$16.8,$17.7,17.66,$15.8
2/1/1988,Avg. Price,2/1/1988,,$16.8,$17.7,16.7615,$15.8
2/1/1988,Min. Price,2/1/1988,,$16.8,$17.7,15.78,$15.8
3/1/1988,Max. Price,3/1/1988,,$16.2,$17.1,17.1,$15.4
3/1/1988,Avg. Price,3/1/1988,,$16.2,$17.1,16.178695652,$15.4
3/1/1988,Min. Price,3/1/1988,,$16.2,$17.1,15.37,$15.4
4/1/1988,Max. Price,4/1/1988,,$17.8,$18.6,18.6,$16.8
4/1/1988,Avg. Price,4/1/1988,,$17.8,$18.6,17.8445,$16.8
4/1/1988,Min. Price,4/1/1988,,$17.8,$18.6,16.79,$16.8
5/1/1988,Max. Price,5/1/1988,,$17.4,$17.8,17.76,$17.1
5/1/1988,Avg. Price,5/1/1988,,$17.4,$17.8,17.437619048,$17.1
5/1/1988,Min. Price,5/1/1988,,$17.4,$17.8,17.14,$17.1
6/1/1988,Max. Price,6/1/1988,,$16.5,$17.7,17.65,$15.2
6/1/1988,Avg. Price,6/1/1988,,$16.5,$17.7,16.535454545,$15.2
6/1/1988,Min. Price,6/1/1988,,$16.5,$17.7,15.16,$15.2
7/1/1988,Max. Price,7/1/1988,,$15.5,$16.4,16.38,$14.4
7/1/1988,Avg. Price,7/1/1988,,$15.5,$16.4,15.475,$14.4
7/1/1988,Min. Price,7/1/1988,,$15.5,$16.4,14.44,$14.4
8/1/1988,Max. Price,8/1/1988,,$15.5,$16.1,16.08,$15.0
8/1/1988,Avg. Price,8/1/1988,,$15.5,$16.1,15.529130435,$15.0
8/1/1988,Min. Price,8/1/1988,,$15.5,$16.1,15.03,$15.0
9/1/1988,Max. Price,9/1/1988,,$14.5,$15.4,15.4,$13.4
9/1/1988,Avg. Price,9/1/1988,,$14.5,$15.4,14.486190476,$13.4
9/1/1988,Min. Price,9/1/1988,,$14.5,$15.4,13.37,$13.4
10/1/1988,Max. Price,10/1/1988,,$13.8,$15.4,15.4,$12.6
10/1/1988,Avg. Price,10/1/1988,,$13.8,$15.4,13.813809524,$12.6
10/1/1988,Min. Price,10/1/1988,,$13.8,$15.4,12.6,$12.6
11/1/1988,Max. Price,11/1/1988,,$14.0,$15.3,15.32,$13.0
11/1/1988,Avg. Price,11/1/1988,,$14.0,$15.3,13.9795,$13.0
11/1/1988,Min. Price,11/1/1988,,$14.0,$15.3,12.98,$13.0
12/1/1988,Max. Price,12/1/1988,,$16.3,$17.7,17.73,$15.3
12/1/1988,Avg. Price,12/1/1988,,$16.3,$17.7,16.282857143,$15.3
12/1/1988,Min. Price,12/1/1988,,$16.3,$17.7,15.34,$15.3
1/1/1989,Max. Price,1/1/1989,,$18.1,$19.3,19.28,$17.0
1/1/1989,Avg. Price,1/1/1989,,$18.1,$19.3,18.054285714,$17.0
1/1/1989,Min. Price,1/1/1989,,$18.1,$19.3,17.03,$17.0
2/1/1989,Max. Price,2/1/1989,,$17.9,$18.6,18.59,$17.1
2/1/1989,Avg. Price,2/1/1989,,$17.9,$18.6,17.861052632,$17.1
2/1/1989,Min. Price,2/1/1989,,$17.9,$18.6,17.11,$17.1
3/1/1989,Max. Price,3/1/1989,,$19.4,$20.8,20.81,$18.3
3/1/1989,Avg. Price,3/1/1989,,$19.4,$20.8,19.418181818,$18.3
3/1/1989,Min. Price,3/1/1989,,$19.4,$20.8,18.28,$18.3
4/1/1989,Max. Price,4/1/1989,,$21.1,$24.7,24.65,$19.8
4/1/1989,Avg. Price,4/1/1989,,$21.1,$24.7,21.1105,$19.8
4/1/1989,Min. Price,4/1/1989,,$21.1,$24.7,19.8,$19.8
5/1/1989,Max. Price,5/1/1989,,$20.1,$20.9,20.93,$19.4
5/1/1989,Avg. Price,5/1/1989,,$20.1,$20.9,20.115454545,$19.4
5/1/1989,Min. Price,5/1/1989,,$20.1,$20.9,19.44,$19.4
6/1/1989,Max. Price,6/1/1989,,$20.0,$20.9,20.86,$19.3
6/1/1989,Avg. Price,6/1/1989,,$20.0,$20.9,20.002272727,$19.3
6/1/1989,Min. Price,6/1/1989,,$20.0,$20.9,19.26,$19.3
7/1/1989,Max. Price,7/1/1989,,$19.7,$20.8,20.79,$17.9
7/1/1989,Avg. Price,7/1/1989,,$19.7,$20.8,19.66,$17.9
7/1/1989,Min. Price,7/1/1989,,$19.7,$20.8,17.93,$17.9
8/1/1989,Max. Price,8/1/1989,,$18.5,$19.1,19.08,$17.9
8/1/1989,Avg. Price,8/1/1989,,$18.5,$19.1,18.547391304,$17.9
8/1/1989,Min. Price,8/1/1989,,$18.5,$19.1,17.91,$17.9
9/1/1989,Max. Price,9/1/1989,,$19.6,$20.1,20.13,$18.9
9/1/1989,Avg. Price,9/1/1989,,$19.6,$20.1,19.5955,$18.9
9/1/1989,Min. Price,9/1/1989,,$19.6,$20.1,18.85,$18.9
10/1/1989,Max. Price,10/1/1989,,$20.1,$20.9,20.89,$19.4
10/1/1989,Avg. Price,10/1/1989,,$20.1,$20.9,20.106818182,$19.4
10/1/1989,Min. Price,10/1/1989,,$20.1,$20.9,19.38,$19.4
11/1/1989,Max. Price,11/1/1989,,$19.8,$20.2,20.21,$19.3
11/1/1989,Avg. Price,11/1/1989,,$19.8,$20.2,19.829047619,$19.3
11/1/1989,Min. Price,11/1/1989,,$19.8,$20.2,19.25,$19.3
12/1/1989,Max. Price,12/1/1989,,$21.1,$22.3,22.33,$20.3
12/1/1989,Avg. Price,12/1/1989,,$21.1,$22.3,21.09,$20.3
12/1/1989,Min. Price,12/1/1989,,$21.1,$22.3,20.25,$20.3
1/1/1990,Max. Price,1/1/1990,,$22.6,$23.7,23.68,$21.6
1/1/1990,Avg. Price,1/1/1990,,$22.6,$23.7,22.639545455,$21.6
1/1/1990,Min. Price,1/1/1990,,$22.6,$23.7,21.59,$21.6
2/1/1990,Max. Price,2/1/1990,,$22.1,$23.0,23.02,$21.4
2/1/1990,Avg. Price,2/1/1990,,$22.1,$23.0,22.107368421,$21.4
2/1/1990,Min. Price,2/1/1990,,$22.1,$23.0,21.42,$21.4
3/1/1990,Max. Price,3/1/1990,,$20.4,$21.6,21.58,$19.3
3/1/1990,Avg. Price,3/1/1990,,$20.4,$21.6,20.411818182,$19.3
3/1/1990,Min. Price,3/1/1990,,$20.4,$21.6,19.28,$19.3
4/1/1990,Max. Price,4/1/1990,,$18.6,$20.5,20.48,$17.0
4/1/1990,Avg. Price,4/1/1990,,$18.6,$20.5,18.582,$17.0
4/1/1990,Min. Price,4/1/1990,,$18.6,$20.5,16.96,$17.0
5/1/1990,Max. Price,5/1/1990,,$18.4,$19.7,19.71,$17.4
5/1/1990,Avg. Price,5/1/1990,,$18.4,$19.7,18.438181818,$17.4
5/1/1990,Min. Price,5/1/1990,,$18.4,$19.7,17.4,$17.4
6/1/1990,Max. Price,6/1/1990,,$16.9,$17.6,17.58,$15.3
6/1/1990,Avg. Price,6/1/1990,,$16.9,$17.6,16.862857143,$15.3
6/1/1990,Min. Price,6/1/1990,,$16.9,$17.6,15.3,$15.3
7/1/1990,Max. Price,7/1/1990,,$18.6,$20.7,20.69,$16.5
7/1/1990,Avg. Price,7/1/1990,,$18.6,$20.7,18.640476190,$16.5
7/1/1990,Min. Price,7/1/1990,,$18.6,$20.7,16.47,$16.5
8/1/1990,Max. Price,8/1/1990,,$27.2,$31.9,31.93,$21.5
8/1/1990,Avg. Price,8/1/1990,,$27.2,$31.9,27.166521739,$21.5
8/1/1990,Min. Price,8/1/1990,,$27.2,$31.9,21.54,$21.5
9/1/1990,Max. Price,9/1/1990,,$33.7,$39.5,39.54,$29.1
9/1/1990,Avg. Price,9/1/1990,,$33.7,$39.5,33.688421053,$29.1
9/1/1990,Min. Price,9/1/1990,,$33.7,$39.5,29.12,$29.1
10/1/1990,Max. Price,10/1/1990,,$35.9,$40.4,40.42,$28.4
10/1/1990,Avg. Price,10/1/1990,,$35.9,$40.4,35.918260870,$28.4
10/1/1990,Min. Price,10/1/1990,,$35.9,$40.4,28.38,$28.4
11/1/1990,Max. Price,11/1/1990,,$32.4,$35.5,35.53,$28.9
11/1/1990,Avg. Price,11/1/1990,,$32.4,$35.5,32.424761905,$28.9
11/1/1990,Min. Price,11/1/1990,,$32.4,$35.5,28.85,$28.9
12/1/1990,Max. Price,12/1/1990,,$27.2,$30.7,30.66,$25.4
12/1/1990,Avg. Price,12/1/1990,,$27.2,$30.7,27.163157895,$25.4
12/1/1990,Min. Price,12/1/1990,,$27.2,$30.7,25.35,$25.4
1/1/1991,Max. Price,1/1/1991,,$24.7,$32.0,32,$19.3
1/1/1991,Avg. Price,1/1/1991,,$24.7,$32.0,24.699545455,$19.3
1/1/1991,Min. Price,1/1/1991,,$24.7,$32.0,19.25,$19.3
2/1/1991,Max. Price,2/1/1991,,$20.5,$22.9,22.93,$17.9
2/1/1991,Avg. Price,2/1/1991,,$20.5,$22.9,20.537894737,$17.9
2/1/1991,Min. Price,2/1/1991,,$20.5,$22.9,17.91,$17.9
3/1/1991,Max. Price,3/1/1991,,$19.9,$20.6,20.61,$19.0
3/1/1991,Avg. Price,3/1/1991,,$19.9,$20.6,19.884,$19.0
3/1/1991,Min. Price,3/1/1991,,$19.9,$20.6,18.99,$19.0
4/1/1991,Max. Price,4/1/1991,,$20.8,$21.9,21.91,$19.3
4/1/1991,Avg. Price,4/1/1991,,$20.8,$21.9,20.815909091,$19.3
4/1/1991,Min. Price,4/1/1991,,$20.8,$21.9,19.29,$19.3
5/1/1991,Max. Price,5/1/1991,,$21.2,$21.9,21.93,$20.7
5/1/1991,Avg. Price,5/1/1991,,$21.2,$21.9,21.246363636,$20.7
5/1/1991,Min. Price,5/1/1991,,$21.2,$21.9,20.74,$20.7
6/1/1991,Max. Price,6/1/1991,,$20.2,$21.1,21.13,$19.7
6/1/1991,Avg. Price,6/1/1991,,$20.2,$21.1,20.2025,$19.7
6/1/1991,Min. Price,6/1/1991,,$20.2,$21.1,19.67,$19.7
7/1/1991,Max. Price,7/1/1991,,$21.4,$22.2,22.16,$20.7
7/1/1991,Avg. Price,7/1/1991,,$21.4,$22.2,21.428181818,$20.7
7/1/1991,Min. Price,7/1/1991,,$21.4,$22.2,20.67,$20.7
8/1/1991,Max. Price,8/1/1991,,$21.7,$22.5,22.47,$21.3
8/1/1991,Avg. Price,8/1/1991,,$21.7,$22.5,21.682272727,$21.3
8/1/1991,Min. Price,8/1/1991,,$21.7,$22.5,21.27,$21.3
9/1/1991,Max. Price,9/1/1991,,$21.9,$22.3,22.32,$21.3
9/1/1991,Avg. Price,9/1/1991,,$21.9,$22.3,21.857,$21.3
9/1/1991,Min. Price,9/1/1991,,$21.9,$22.3,21.33,$21.3
10/1/1991,Max. Price,10/1/1991,,$23.2,$24.1,24.14,$22.2
10/1/1991,Avg. Price,10/1/1991,,$23.2,$24.1,23.229565217,$22.2
10/1/1991,Min. Price,10/1/1991,,$23.2,$24.1,22.22,$22.2
11/1/1991,Max. Price,11/1/1991,,$22.4,$23.8,23.82,$21.0
11/1/1991,Avg. Price,11/1/1991,,$22.4,$23.8,22.4315,$21.0
11/1/1991,Min. Price,11/1/1991,,$22.4,$23.8,21.02,$21.0
12/1/1991,Max. Price,12/1/1991,,$19.5,$21.1,21.08,$18.5
12/1/1991,Avg. Price,12/1/1991,,$19.5,$21.1,19.531428571,$18.5
12/1/1991,Min. Price,12/1/1991,,$19.5,$21.1,18.5,$18.5
1/1/1992,Max. Price,1/1/1992,,$18.8,$19.5,19.49,$17.9
1/1/1992,Avg. Price,1/1/1992,,$18.8,$19.5,18.82,$17.9
1/1/1992,Min. Price,1/1/1992,,$18.8,$19.5,17.86,$17.9
2/1/1992,Max. Price,2/1/1992,,$19.0,$19.9,19.87,$18.1
2/1/1992,Avg. Price,2/1/1992,,$19.0,$19.9,19.005263158,$18.1
2/1/1992,Min. Price,2/1/1992,,$19.0,$19.9,18.12,$18.1
3/1/1992,Max. Price,3/1/1992,,$18.9,$19.4,19.44,$18.3
3/1/1992,Avg. Price,3/1/1992,,$18.9,$19.4,18.948181818,$18.3
3/1/1992,Min. Price,3/1/1992,,$18.9,$19.4,18.34,$18.3
4/1/1992,Max. Price,4/1/1992,,$20.3,$20.9,20.85,$19.8
4/1/1992,Avg. Price,4/1/1992,,$20.3,$20.9,20.256666667,$19.8
4/1/1992,Min. Price,4/1/1992,,$20.3,$20.9,19.8,$19.8
5/1/1992,Max. Price,5/1/1992,,$21.0,$22.1,22.11,$20.1
5/1/1992,Avg. Price,5/1/1992,,$21.0,$22.1,20.9965,$20.1
5/1/1992,Min. Price,5/1/1992,,$21.0,$22.1,20.12,$20.1
6/1/1992,Max. Price,6/1/1992,,$22.4,$22.9,22.89,$21.6
6/1/1992,Avg. Price,6/1/1992,,$22.4,$22.9,22.358181818,$21.6
6/1/1992,Min. Price,6/1/1992,,$22.4,$22.9,21.6,$21.6
7/1/1992,Max. Price,7/1/1992,,$21.7,$22.1,22.1,$21.3
7/1/1992,Avg. Price,7/1/1992,,$21.7,$22.1,21.744545455,$21.3
7/1/1992,Min. Price,7/1/1992,,$21.7,$22.1,21.28,$21.3
8/1/1992,Max. Price,8/1/1992,,$21.3,$21.6,21.58,$20.9
8/1/1992,Avg. Price,8/1/1992,,$21.3,$21.6,21.286666667,$20.9
8/1/1992,Min. Price,8/1/1992,,$21.3,$21.6,20.91,$20.9
9/1/1992,Max. Price,9/1/1992,,$21.9,$22.4,22.39,$21.6
9/1/1992,Avg. Price,9/1/1992,,$21.9,$22.4,21.915714286,$21.6
9/1/1992,Min. Price,9/1/1992,,$21.9,$22.4,21.64,$21.6
10/1/1992,Max. Price,10/1/1992,,$21.7,$22.4,22.37,$20.6
10/1/1992,Avg. Price,10/1/1992,,$21.7,$22.4,21.706818182,$20.6
10/1/1992,Min. Price,10/1/1992,,$21.7,$22.4,20.62,$20.6
11/1/1992,Max. Price,11/1/1992,,$20.4,$20.8,20.77,$19.9
11/1/1992,Avg. Price,11/1/1992,,$20.4,$20.8,20.364736842,$19.9
11/1/1992,Min. Price,11/1/1992,,$20.4,$20.8,19.89,$19.9
12/1/1992,Max. Price,12/1/1992,,$19.4,$20.0,19.95,$18.8
12/1/1992,Avg. Price,12/1/1992,,$19.4,$20.0,19.398095238,$18.8
12/1/1992,Min. Price,12/1/1992,,$19.4,$20.0,18.84,$18.8
1/1/1993,Max. Price,1/1/1993,,$19.1,$20.4,20.41,$18.3
1/1/1993,Avg. Price,1/1/1993,,$19.1,$20.4,19.0725,$18.3
1/1/1993,Min. Price,1/1/1993,,$19.1,$20.4,18.33,$18.3
2/1/1993,Max. Price,2/1/1993,,$20.1,$20.6,20.61,$19.3
2/1/1993,Avg. Price,2/1/1993,,$20.1,$20.6,20.075789474,$19.3
2/1/1993,Min. Price,2/1/1993,,$20.1,$20.6,19.33,$19.3
3/1/1993,Max. Price,3/1/1993,,$20.3,$21.1,21.07,$19.5
3/1/1993,Avg. Price,3/1/1993,,$20.3,$21.1,20.345454545,$19.5
3/1/1993,Min. Price,3/1/1993,,$20.3,$21.1,19.52,$19.5
4/1/1993,Max. Price,4/1/1993,,$20.3,$20.7,20.65,$19.8
4/1/1993,Avg. Price,4/1/1993,,$20.3,$20.7,20.325238095,$19.8
4/1/1993,Min. Price,4/1/1993,,$20.3,$20.7,19.84,$19.8
5/1/1993,Max. Price,5/1/1993,,$20.0,$20.6,20.57,$19.2
5/1/1993,Avg. Price,5/1/1993,,$20.0,$20.6,19.979,$19.2
5/1/1993,Min. Price,5/1/1993,,$20.0,$20.6,19.15,$19.2
6/1/1993,Max. Price,6/1/1993,,$19.1,$20.2,20.24,$18.4
6/1/1993,Avg. Price,6/1/1993,,$19.1,$20.2,19.133636364,$18.4
6/1/1993,Min. Price,6/1/1993,,$19.1,$20.2,18.42,$18.4
7/1/1993,Max. Price,7/1/1993,,$17.9,$18.5,18.45,$17.1
7/1/1993,Avg. Price,7/1/1993,,$17.9,$18.5,17.895714286,$17.1
7/1/1993,Min. Price,7/1/1993,,$17.9,$18.5,17.09,$17.1
8/1/1993,Max. Price,8/1/1993,,$18.0,$18.8,18.8,$17.3
8/1/1993,Avg. Price,8/1/1993,,$18.0,$18.8,18.013181818,$17.3
8/1/1993,Min. Price,8/1/1993,,$18.0,$18.8,17.27,$17.3
9/1/1993,Max. Price,9/1/1993,,$17.5,$18.8,18.79,$16.8
9/1/1993,Avg. Price,9/1/1993,,$17.5,$18.8,17.520476190,$16.8
9/1/1993,Min. Price,9/1/1993,,$17.5,$18.8,16.76,$16.8
10/1/1993,Max. Price,10/1/1993,,$18.2,$18.8,18.77,$16.9
10/1/1993,Avg. Price,10/1/1993,,$18.2,$18.8,18.172857143,$16.9
10/1/1993,Min. Price,10/1/1993,,$18.2,$18.8,16.92,$16.9
11/1/1993,Max. Price,11/1/1993,,$16.7,$17.5,17.49,$15.3
11/1/1993,Avg. Price,11/1/1993,,$16.7,$17.5,16.737,$15.3
11/1/1993,Min. Price,11/1/1993,,$16.7,$17.5,15.31,$15.3
12/1/1993,Max. Price,12/1/1993,,$14.5,$15.5,15.48,$13.9
12/1/1993,Avg. Price,12/1/1993,,$14.5,$15.5,14.532857143,$13.9
12/1/1993,Min. Price,12/1/1993,,$14.5,$15.5,13.91,$13.9
1/1/1994,Max. Price,1/1/1994,,$15.0,$15.5,15.47,$14.3
1/1/1994,Avg. Price,1/1/1994,,$15.0,$15.5,15.020952381,$14.3
1/1/1994,Min. Price,1/1/1994,,$15.0,$15.5,14.33,$14.3
2/1/1994,Max. Price,2/1/1994,,$14.8,$16.0,16.04,$13.9
2/1/1994,Avg. Price,2/1/1994,,$14.8,$16.0,14.781578947,$13.9
2/1/1994,Min. Price,2/1/1994,,$14.8,$16.0,13.93,$13.9
3/1/1994,Max. Price,3/1/1994,,$14.7,$15.4,15.37,$14.1
3/1/1994,Avg. Price,3/1/1994,,$14.7,$15.4,14.653913043,$14.1
3/1/1994,Min. Price,3/1/1994,,$14.7,$15.4,14.08,$14.1
4/1/1994,Max. Price,4/1/1994,,$16.3,$17.2,17.24,$15.6
4/1/1994,Avg. Price,4/1/1994,,$16.3,$17.2,16.326315789,$15.6
4/1/1994,Min. Price,4/1/1994,,$16.3,$17.2,15.57,$15.6
5/1/1994,Max. Price,5/1/1994,,$17.8,$18.9,18.92,$16.9
5/1/1994,Avg. Price,5/1/1994,,$17.8,$18.9,17.826190476,$16.9
5/1/1994,Min. Price,5/1/1994,,$17.8,$18.9,16.86,$16.9
6/1/1994,Max. Price,6/1/1994,,$19.1,$20.8,20.75,$17.8
6/1/1994,Avg. Price,6/1/1994,,$19.1,$20.8,19.068636364,$17.8
6/1/1994,Min. Price,6/1/1994,,$19.1,$20.8,17.75,$17.8
7/1/1994,Max. Price,7/1/1994,,$19.7,$20.4,20.43,$19.1
7/1/1994,Avg. Price,7/1/1994,,$19.7,$20.4,19.657,$19.1
7/1/1994,Min. Price,7/1/1994,,$19.7,$20.4,19.12,$19.1
8/1/1994,Max. Price,8/1/1994,,$18.4,$20.6,20.55,$16.9
8/1/1994,Avg. Price,8/1/1994,,$18.4,$20.6,18.379130435,$16.9
8/1/1994,Min. Price,8/1/1994,,$18.4,$20.6,16.87,$16.9
9/1/1994,Max. Price,9/1/1994,,$17.5,$18.4,18.39,$16.7
9/1/1994,Avg. Price,9/1/1994,,$17.5,$18.4,17.467142857,$16.7
9/1/1994,Min. Price,9/1/1994,,$17.5,$18.4,16.7,$16.7
10/1/1994,Max. Price,10/1/1994,,$17.7,$18.3,18.26,$17.0
10/1/1994,Avg. Price,10/1/1994,,$17.7,$18.3,17.711428571,$17.0
10/1/1994,Min. Price,10/1/1994,,$17.7,$18.3,16.97,$17.0
11/1/1994,Max. Price,11/1/1994,,$18.1,$18.9,18.93,$17.4
11/1/1994,Avg. Price,11/1/1994,,$18.1,$18.9,18.096,$17.4
11/1/1994,Min. Price,11/1/1994,,$18.1,$18.9,17.37,$17.4
12/1/1994,Max. Price,12/1/1994,,$17.2,$17.8,17.82,$16.7
12/1/1994,Avg. Price,12/1/1994,,$17.2,$17.8,17.156190476,$16.7
12/1/1994,Min. Price,12/1/1994,,$17.2,$17.8,16.73,$16.7
1/1/1995,Max. Price,1/1/1995,,$18.0,$18.7,18.73,$17.4
1/1/1995,Avg. Price,1/1/1995,,$18.0,$18.7,17.993333333,$17.4
1/1/1995,Min. Price,1/1/1995,,$18.0,$18.7,17.37,$17.4
2/1/1995,Max. Price,2/1/1995,,$18.5,$18.9,18.91,$18.2
2/1/1995,Avg. Price,2/1/1995,,$18.5,$18.9,18.534736842,$18.2
2/1/1995,Min. Price,2/1/1995,,$18.5,$18.9,18.24,$18.2
3/1/1995,Max. Price,3/1/1995,,$18.6,$19.2,19.22,$17.9
3/1/1995,Avg. Price,3/1/1995,,$18.6,$19.2,18.554347826,$17.9
3/1/1995,Min. Price,3/1/1995,,$18.6,$19.2,17.91,$17.9
4/1/1995,Max. Price,4/1/1995,,$19.9,$20.5,20.52,$19.0
4/1/1995,Avg. Price,4/1/1995,,$19.9,$20.5,19.887894737,$19.0
4/1/1995,Min. Price,4/1/1995,,$19.9,$20.5,19.03,$19.0
5/1/1995,Max. Price,5/1/1995,,$19.7,$20.5,20.5,$18.7
5/1/1995,Avg. Price,5/1/1995,,$19.7,$20.5,19.740454545,$18.7
5/1/1995,Min. Price,5/1/1995,,$19.7,$20.5,18.69,$18.7
6/1/1995,Max. Price,6/1/1995,,$18.4,$19.3,19.25,$17.4
6/1/1995,Avg. Price,6/1/1995,,$18.4,$19.3,18.400454545,$17.4
6/1/1995,Min. Price,6/1/1995,,$18.4,$19.3,17.4,$17.4
7/1/1995,Max. Price,7/1/1995,,$17.3,$17.6,17.56,$16.8
7/1/1995,Avg. Price,7/1/1995,,$17.3,$17.6,17.256842105,$16.8
7/1/1995,Min. Price,7/1/1995,,$17.3,$17.6,16.79,$16.8
8/1/1995,Max. Price,8/1/1995,,$17.8,$18.5,18.54,$17.5
8/1/1995,Avg. Price,8/1/1995,,$17.8,$18.5,17.812608696,$17.5
8/1/1995,Min. Price,8/1/1995,,$17.8,$18.5,17.47,$17.5
9/1/1995,Max. Price,9/1/1995,,$18.2,$19.0,18.95,$17.3
9/1/1995,Avg. Price,9/1/1995,,$18.2,$19.0,18.208,$17.3
9/1/1995,Min. Price,9/1/1995,,$18.2,$19.0,17.25,$17.3
10/1/1995,Max. Price,10/1/1995,,$17.4,$17.7,17.68,$16.9
10/1/1995,Avg. Price,10/1/1995,,$17.4,$17.7,17.397727273,$16.9
10/1/1995,Min. Price,10/1/1995,,$17.4,$17.7,16.87,$16.9
11/1/1995,Max. Price,11/1/1995,,$18.0,$18.6,18.57,$17.7
11/1/1995,Avg. Price,11/1/1995,,$18.0,$18.6,17.998,$17.7
11/1/1995,Min. Price,11/1/1995,,$18.0,$18.6,17.65,$17.7
12/1/1995,Max. Price,12/1/1995,,$19.0,$19.7,19.67,$18.4
12/1/1995,Avg. Price,12/1/1995,,$19.0,$19.7,19.0375,$18.4
12/1/1995,Min. Price,12/1/1995,,$19.0,$19.7,18.43,$18.4
1/1/1996,Max. Price,1/1/1996,,$18.7,$20.3,20.26,$17.5
1/1/1996,Avg. Price,1/1/1996,,$18.7,$20.3,18.700476190,$17.5
1/1/1996,Min. Price,1/1/1996,,$18.7,$20.3,17.45,$17.5
2/1/1996,Max. Price,2/1/1996,,$18.8,$21.1,21.05,$17.5
2/1/1996,Avg. Price,2/1/1996,,$18.8,$21.1,18.7825,$17.5
2/1/1996,Min. Price,2/1/1996,,$18.8,$21.1,17.54,$17.5
3/1/1996,Max. Price,3/1/1996,,$21.2,$24.3,24.34,$19.2
3/1/1996,Avg. Price,3/1/1996,,$21.2,$24.3,21.181904762,$19.2
3/1/1996,Min. Price,3/1/1996,,$21.2,$24.3,19.2,$19.2
4/1/1996,Max. Price,4/1/1996,,$23.3,$25.3,25.34,$21.2
4/1/1996,Avg. Price,4/1/1996,,$23.3,$25.3,23.295238095,$21.2
4/1/1996,Min. Price,4/1/1996,,$23.3,$25.3,21.2,$21.2
5/1/1996,Max. Price,5/1/1996,,$21.1,$22.7,22.65,$19.8
5/1/1996,Avg. Price,5/1/1996,,$21.1,$22.7,21.091818182,$19.8
5/1/1996,Min. Price,5/1/1996,,$21.1,$22.7,19.76,$19.8
6/1/1996,Max. Price,6/1/1996,,$20.4,$22.1,22.14,$19.7
6/1/1996,Avg. Price,6/1/1996,,$20.4,$22.1,20.4295,$19.7
